CMDLINE ./build/main
MEM 278.343750 1782602636.7366
MEM 278.343750 1782602636.7919
MEM 278.343750 1782602636.8472
MEM 278.343750 1782602636.9024
MEM 278.343750 1782602636.9533
MEM 278.343750 1782602637.0086
MEM 278.343750 1782602637.0616
MEM 278.343750 1782602637.1169
MEM 278.343750 1782602637.1699
MEM 278.343750 1782602637.2252
MEM 278.343750 1782602637.2783
MEM 278.343750 1782602637.3336
MEM 278.343750 1782602637.3866
MEM 278.343750 1782602637.4419
MEM 278.343750 1782602637.4932
MEM 278.343750 1782602637.5449
MEM 278.343750 1782602637.6003
MEM 278.343750 1782602637.6555
MEM 278.343750 1782602637.7107
MEM 278.343750 1782602637.7654
MEM 278.343750 1782602637.8181
MEM 278.343750 1782602637.8734
MEM 278.343750 1782602637.9287
MEM 278.343750 1782602637.9839
MEM 278.343750 1782602638.0392
MEM 278.343750 1782602638.0940
MEM 278.343750 1782602638.1449
MEM 278.343750 1782602638.2002
MEM 278.343750 1782602638.2534
MEM 278.343750 1782602638.3049
MEM 278.343750 1782602638.3553
MEM 278.343750 1782602638.4088
MEM 278.343750 1782602638.4616
MEM 278.343750 1782602638.5168
MEM 278.343750 1782602638.5689
MEM 278.343750 1782602638.6199
MEM 278.343750 1782602638.6752
MEM 278.343750 1782602638.7304
MEM 278.343750 1782602638.7857
MEM 278.343750 1782602638.8398
MEM 278.343750 1782602638.8949
MEM 278.343750 1782602638.9501
MEM 278.343750 1782602639.0034
MEM 278.343750 1782602639.0565
MEM 278.343750 1782602639.1098
MEM 278.343750 1782602639.1651
MEM 278.343750 1782602639.2203
MEM 278.343750 1782602639.2756
MEM 278.343750 1782602639.3283
MEM 278.343750 1782602639.3836
MEM 278.343750 1782602639.4366
MEM 278.343750 1782602639.4920
MEM 278.343750 1782602639.5440
MEM 278.343750 1782602639.5993
MEM 278.343750 1782602639.6546
MEM 278.343750 1782602639.7074
MEM 278.343750 1782602639.7597
MEM 278.343750 1782602639.8150
MEM 278.343750 1782602639.8700
MEM 278.343750 1782602639.9255
MEM 278.343750 1782602639.9795
MEM 278.343750 1782602640.0317
MEM 278.343750 1782602640.0869
MEM 278.343750 1782602640.1424
MEM 278.343750 1782602640.1952
MEM 278.343750 1782602640.2506
MEM 278.343750 1782602640.3032
MEM 278.343750 1782602640.3564
MEM 278.343750 1782602640.4117
MEM 278.343750 1782602640.4667
MEM 278.343750 1782602640.5220
MEM 278.343750 1782602640.5773
MEM 278.343750 1782602640.6326
MEM 278.343750 1782602640.6859
MEM 278.343750 1782602640.7411
MEM 278.343750 1782602640.7959
MEM 278.343750 1782602640.8512
MEM 278.343750 1782602640.9064
MEM 278.343750 1782602640.9606
MEM 278.343750 1782602641.0116
MEM 278.343750 1782602641.0668
MEM 278.343750 1782602641.1192
MEM 278.343750 1782602641.1699
MEM 278.343750 1782602641.2252
MEM 278.343750 1782602641.2782
MEM 278.343750 1782602641.3315
MEM 278.343750 1782602641.3867
MEM 278.343750 1782602641.4420
MEM 278.343750 1782602641.4972
MEM 278.343750 1782602641.5502
MEM 278.343750 1782602641.6033
MEM 278.343750 1782602641.6585
MEM 278.343750 1782602641.7107
MEM 278.343750 1782602641.7662
MEM 278.343750 1782602641.8214
MEM 278.343750 1782602641.8768
MEM 278.343750 1782602641.9320
MEM 278.343750 1782602641.9873
MEM 278.343750 1782602642.0416
MEM 278.343750 1782602642.0950
MEM 278.343750 1782602642.1462
MEM 278.343750 1782602642.2015
MEM 278.343750 1782602642.2565
MEM 278.343750 1782602642.3118
MEM 278.343750 1782602642.3668
MEM 278.343750 1782602642.4220
MEM 278.343750 1782602642.4744
MEM 278.343750 1782602642.5278
MEM 278.343750 1782602642.5782
MEM 278.343750 1782602642.6287
MEM 278.343750 1782602642.6834
MEM 278.343750 1782602642.7388
MEM 278.343750 1782602642.7940
MEM 278.343750 1782602642.8449
MEM 278.343750 1782602642.9002
MEM 278.343750 1782602642.9516
MEM 278.343750 1782602643.0068
MEM 278.343750 1782602643.0616
MEM 278.343750 1782602643.1169
MEM 278.343750 1782602643.1710
MEM 278.343750 1782602643.2263
MEM 278.343750 1782602643.2783
MEM 278.343750 1782602643.3335
MEM 278.343750 1782602643.3866
MEM 278.343750 1782602643.4399
MEM 278.343750 1782602643.4949
MEM 278.343750 1782602643.5501
MEM 278.343750 1782602643.6054
MEM 278.343750 1782602643.6608
MEM 278.343750 1782602643.7148
MEM 278.343750 1782602643.7695
MEM 278.343750 1782602643.8199
MEM 278.343750 1782602643.8729
MEM 278.343750 1782602643.9232
MEM 278.343750 1782602643.9783
MEM 278.343750 1782602644.0288
MEM 278.343750 1782602644.0841
MEM 278.343750 1782602644.1357
MEM 278.343750 1782602644.1910
MEM 278.343750 1782602644.2450
MEM 278.343750 1782602644.3004
MEM 278.343750 1782602644.3523
MEM 278.343750 1782602644.4076
MEM 278.343750 1782602644.4629
MEM 278.343750 1782602644.5173
MEM 278.343750 1782602644.5699
MEM 278.343750 1782602644.6232
MEM 278.343750 1782602644.6784
MEM 278.343750 1782602644.7337
MEM 278.343750 1782602644.7890
MEM 278.343750 1782602644.8442
MEM 278.343750 1782602644.8962
MEM 278.343750 1782602644.9515
MEM 278.343750 1782602645.0065
MEM 278.343750 1782602645.0607
MEM 278.343750 1782602645.1117
MEM 278.343750 1782602645.1670
MEM 278.343750 1782602645.2200
MEM 278.343750 1782602645.2732
MEM 278.343750 1782602645.3284
MEM 278.343750 1782602645.3837
MEM 278.343750 1782602645.4366
MEM 278.343750 1782602645.4918
MEM 278.343750 1782602645.5471
MEM 278.343750 1782602645.6024
MEM 278.343750 1782602645.6577
MEM 278.343750 1782602645.7116
MEM 278.343750 1782602645.7669
MEM 278.343750 1782602645.8199
MEM 278.343750 1782602645.8752
MEM 278.343750 1782602645.9296
MEM 278.343750 1782602645.9815
MEM 278.343750 1782602646.0366
MEM 278.343750 1782602646.0919
MEM 278.343750 1782602646.1472
MEM 278.343750 1782602646.2024
MEM 278.343750 1782602646.2533
MEM 278.343750 1782602646.3087
MEM 278.343750 1782602646.3616
MEM 278.343750 1782602646.4153
MEM 278.343750 1782602646.4693
MEM 278.343750 1782602646.5246
MEM 278.343750 1782602646.5798
MEM 278.343750 1782602646.6334
MEM 278.343750 1782602646.6860
MEM 278.343750 1782602646.7412
MEM 278.343750 1782602646.7949
MEM 278.343750 1782602646.8503
MEM 278.343750 1782602646.9023
MEM 278.343750 1782602646.9564
MEM 278.343750 1782602647.0117
MEM 278.343750 1782602647.0670
MEM 278.343750 1782602647.1204
MEM 278.343750 1782602647.1757
MEM 278.343750 1782602647.2283
MEM 278.343750 1782602647.2837
MEM 278.343750 1782602647.3390
MEM 278.343750 1782602647.3940
MEM 278.343750 1782602647.4493
MEM 278.343750 1782602647.5033
MEM 278.343750 1782602647.5585
MEM 278.343750 1782602647.6116
MEM 278.343750 1782602647.6669
MEM 278.343750 1782602647.7222
MEM 278.343750 1782602647.7775
MEM 278.343750 1782602647.8282
MEM 278.343750 1782602647.8815
MEM 278.343750 1782602647.9368
MEM 278.343750 1782602647.9921
MEM 278.343750 1782602648.0449
MEM 278.343750 1782602648.1002
MEM 278.343750 1782602648.1532
MEM 278.343750 1782602648.2085
MEM 278.343750 1782602648.2637
MEM 278.343750 1782602648.3189
MEM 278.343750 1782602648.3742
MEM 278.343750 1782602648.4294
MEM 278.343750 1782602648.4815
MEM 278.343750 1782602648.5369
MEM 278.343750 1782602648.5922
MEM 278.343750 1782602648.6440
MEM 278.343750 1782602648.6993
MEM 278.343750 1782602648.7545
MEM 278.343750 1782602648.8090
MEM 278.343750 1782602648.8638
MEM 278.343750 1782602648.9190
MEM 278.343750 1782602648.9699
MEM 278.343750 1782602649.0252
MEM 278.343750 1782602649.0798
MEM 278.343750 1782602649.1351
MEM 278.343750 1782602649.1899
MEM 278.343750 1782602649.2452
MEM 278.343750 1782602649.3005
MEM 278.343750 1782602649.3523
MEM 278.343750 1782602649.4065
MEM 278.343750 1782602649.4617
MEM 278.343750 1782602649.5172
MEM 278.343750 1782602649.5706
MEM 278.343750 1782602649.6259
MEM 278.343750 1782602649.6783
MEM 278.343750 1782602649.7336
MEM 278.343750 1782602649.7866
MEM 278.343750 1782602649.8419
MEM 278.343750 1782602649.8972
MEM 278.343750 1782602649.9523
MEM 278.343750 1782602650.0061
MEM 278.343750 1782602650.0609
MEM 278.343750 1782602650.1163
MEM 278.343750 1782602650.1694
MEM 278.343750 1782602650.2218
MEM 278.343750 1782602650.2743
MEM 278.343750 1782602650.3290
MEM 278.343750 1782602650.3811
MEM 278.343750 1782602650.4364
MEM 278.343750 1782602650.4917
MEM 278.343750 1782602650.5471
MEM 278.343750 1782602650.6024
MEM 278.343750 1782602650.6533
MEM 278.343750 1782602650.7065
MEM 278.343750 1782602650.7618
MEM 278.343750 1782602650.8153
MEM 278.343750 1782602650.8690
MEM 278.343750 1782602650.9243
MEM 278.343750 1782602650.9796
MEM 278.343750 1782602651.0315
MEM 278.343750 1782602651.0868
MEM 278.343750 1782602651.1421
MEM 278.343750 1782602651.1940
MEM 278.343750 1782602651.2492
MEM 278.343750 1782602651.3023
MEM 278.343750 1782602651.3533
MEM 278.343750 1782602651.4086
MEM 278.343750 1782602651.4639
MEM 278.343750 1782602651.5190
MEM 278.343750 1782602651.5694
MEM 278.343750 1782602651.6200
MEM 278.343750 1782602651.6753
MEM 278.343750 1782602651.7306
MEM 278.343750 1782602651.7858
MEM 278.343750 1782602651.8398
MEM 278.343750 1782602651.8941
MEM 278.343750 1782602651.9481
MEM 278.343750 1782602652.0033
MEM 278.343750 1782602652.0585
MEM 278.343750 1782602652.1127
MEM 278.343750 1782602652.1655
MEM 278.343750 1782602652.2208
MEM 278.343750 1782602652.2760
MEM 278.343750 1782602652.3283
MEM 278.343750 1782602652.3815
MEM 278.343750 1782602652.4366
MEM 278.343750 1782602652.4918
MEM 278.343750 1782602652.5454
MEM 278.343750 1782602652.5980
MEM 278.343750 1782602652.6535
MEM 278.343750 1782602652.7065
MEM 278.343750 1782602652.7589
MEM 278.343750 1782602652.8138
MEM 278.343750 1782602652.8691
MEM 278.343750 1782602652.9239
MEM 278.343750 1782602652.9792
MEM 278.343750 1782602653.0345
MEM 278.343750 1782602653.0867
MEM 278.343750 1782602653.1386
MEM 278.343750 1782602653.1939
MEM 278.343750 1782602653.2482
MEM 278.343750 1782602653.3033
MEM 278.343750 1782602653.3583
MEM 278.343750 1782602653.4134
MEM 278.343750 1782602653.4687
MEM 278.343750 1782602653.5200
MEM 278.343750 1782602653.5738
MEM 278.343750 1782602653.6290
MEM 278.343750 1782602653.6815
MEM 278.343750 1782602653.7366
MEM 278.343750 1782602653.7919
MEM 278.343750 1782602653.8449
MEM 278.343750 1782602653.9002
MEM 278.343750 1782602653.9533
MEM 278.343750 1782602654.0086
MEM 278.343750 1782602654.0606
MEM 278.343750 1782602654.1154
MEM 278.343750 1782602654.1691
MEM 278.343750 1782602654.2244
MEM 278.343750 1782602654.2784
MEM 278.343750 1782602654.3337
MEM 278.343750 1782602654.3866
MEM 278.343750 1782602654.4398
MEM 278.343750 1782602654.4949
MEM 278.343750 1782602654.5491
MEM 278.343750 1782602654.6033
MEM 278.343750 1782602654.6587
MEM 278.343750 1782602654.7106
MEM 278.343750 1782602654.7659
MEM 278.343750 1782602654.8191
MEM 278.343750 1782602654.8732
MEM 278.343750 1782602654.9284
MEM 278.343750 1782602654.9815
MEM 278.343750 1782602655.0368
MEM 278.343750 1782602655.0921
MEM 278.343750 1782602655.1449
MEM 278.343750 1782602655.2002
MEM 278.343750 1782602655.2555
MEM 278.343750 1782602655.3107
MEM 278.343750 1782602655.3616
MEM 278.343750 1782602655.4154
MEM 278.343750 1782602655.4692
MEM 278.343750 1782602655.5245
MEM 278.343750 1782602655.5784
MEM 278.343750 1782602655.6315
MEM 278.343750 1782602655.6866
MEM 278.343750 1782602655.7399
MEM 278.343750 1782602655.7951
MEM 278.343750 1782602655.8504
MEM 278.343750 1782602655.9057
MEM 278.343750 1782602655.9606
MEM 278.343750 1782602656.0116
MEM 278.343750 1782602656.0669
MEM 278.343750 1782602656.1190
MEM 278.343750 1782602656.1731
MEM 278.343750 1782602656.2285
MEM 278.343750 1782602656.2838
MEM 278.343750 1782602656.3391
MEM 278.343750 1782602656.3943
MEM 278.343750 1782602656.4449
MEM 278.343750 1782602656.4982
MEM 278.343750 1782602656.5533
MEM 278.343750 1782602656.6082
MEM 278.343750 1782602656.6616
MEM 278.343750 1782602656.7169
MEM 278.343750 1782602656.7700
MEM 278.343750 1782602656.8221
MEM 278.343750 1782602656.8774
MEM 278.343750 1782602656.9292
MEM 278.343750 1782602656.9817
MEM 278.343750 1782602657.0370
MEM 278.343750 1782602657.0923
MEM 278.343750 1782602657.1443
MEM 278.343750 1782602657.1979
MEM 278.343750 1782602657.2523
MEM 278.343750 1782602657.3066
MEM 278.343750 1782602657.3607
MEM 278.343750 1782602657.4160
MEM 278.343750 1782602657.4699
MEM 278.343750 1782602657.5204
MEM 278.343750 1782602657.5757
MEM 278.343750 1782602657.6286
MEM 278.343750 1782602657.6839
MEM 278.343750 1782602657.7366
MEM 278.343750 1782602657.7920
MEM 278.343750 1782602657.8449
MEM 278.343750 1782602657.9000
MEM 278.343750 1782602657.9534
MEM 278.343750 1782602658.0087
MEM 278.343750 1782602658.0607
MEM 278.343750 1782602658.1158
MEM 278.343750 1782602658.1694
MEM 278.343750 1782602658.2217
MEM 278.343750 1782602658.2724
MEM 278.343750 1782602658.3279
MEM 278.343750 1782602658.3815
MEM 278.343750 1782602658.4356
MEM 278.343750 1782602658.4910
MEM 278.343750 1782602658.5462
MEM 278.343750 1782602658.5981
MEM 278.343750 1782602658.6533
MEM 278.343750 1782602658.7062
MEM 278.343750 1782602658.7606
MEM 278.343750 1782602658.8153
MEM 278.343750 1782602658.8690
MEM 278.343750 1782602658.9199
MEM 278.343750 1782602658.9752
MEM 278.343750 1782602659.0304
MEM 278.343750 1782602659.0858
MEM 278.343750 1782602659.1367
MEM 278.343750 1782602659.1920
MEM 278.343750 1782602659.2474
MEM 278.343750 1782602659.3023
MEM 278.343750 1782602659.3576
MEM 278.343750 1782602659.4106
MEM 278.343750 1782602659.4621
MEM 278.343750 1782602659.5168
MEM 278.343750 1782602659.5691
MEM 278.343750 1782602659.6232
MEM 278.343750 1782602659.6783
MEM 278.343750 1782602659.7315
MEM 278.343750 1782602659.7868
MEM 278.343750 1782602659.8421
MEM 278.343750 1782602659.8949
MEM 278.343750 1782602659.9482
MEM 278.343750 1782602660.0036
MEM 278.343750 1782602660.0589
MEM 278.343750 1782602660.1137
MEM 278.343750 1782602660.1691
MEM 278.343750 1782602660.2244
MEM 278.343750 1782602660.2793
MEM 278.343750 1782602660.3346
MEM 278.343750 1782602660.3900
MEM 278.343750 1782602660.4453
MEM 278.343750 1782602660.4970
MEM 278.343750 1782602660.5481
MEM 278.343750 1782602660.6035
MEM 278.343750 1782602660.6565
MEM 278.343750 1782602660.7116
MEM 278.343750 1782602660.7669
MEM 278.343750 1782602660.8221
MEM 278.343750 1782602660.8774
MEM 278.343750 1782602660.9315
MEM 278.343750 1782602660.9869
MEM 278.343750 1782602661.0421
MEM 278.343750 1782602661.0975
MEM 278.343750 1782602661.1528
MEM 278.343750 1782602661.2082
MEM 278.343750 1782602661.2636
MEM 278.343750 1782602661.3154
MEM 278.343750 1782602661.3700
MEM 278.343750 1782602661.4231
MEM 278.343750 1782602661.4785
MEM 278.343750 1782602661.5315
MEM 278.343750 1782602661.5869
MEM 278.343750 1782602661.6422
MEM 278.343750 1782602661.6941
MEM 278.343750 1782602661.7449
MEM 278.343750 1782602661.8002
MEM 278.343750 1782602661.8523
MEM 278.343750 1782602661.9065
MEM 278.343750 1782602661.9618
MEM 278.343750 1782602662.0172
MEM 278.343750 1782602662.0701
MEM 278.343750 1782602662.1255
MEM 278.343750 1782602662.1809
MEM 278.343750 1782602662.2361
MEM 278.343750 1782602662.2914
MEM 278.343750 1782602662.3450
MEM 278.343750 1782602662.4003
MEM 278.343750 1782602662.4554
MEM 278.343750 1782602662.5107
MEM 278.343750 1782602662.5660
MEM 278.343750 1782602662.6199
MEM 278.343750 1782602662.6709
MEM 278.343750 1782602662.7262
MEM 278.343750 1782602662.7772
MEM 278.343750 1782602662.8315
MEM 278.343750 1782602662.8866
MEM 278.343750 1782602662.9418
MEM 278.343750 1782602662.9950
MEM 278.343750 1782602663.0481
MEM 278.343750 1782602663.1034
MEM 278.343750 1782602663.1587
MEM 278.343750 1782602663.2123
MEM 278.343750 1782602663.2677
MEM 278.343750 1782602663.3201
MEM 278.343750 1782602663.3755
MEM 278.343750 1782602663.4290
MEM 278.343750 1782602663.4815
MEM 278.343750 1782602663.5367
MEM 278.343750 1782602663.5920
MEM 278.343750 1782602663.6449
MEM 278.343750 1782602663.6981
MEM 278.343750 1782602663.7533
MEM 278.343750 1782602663.8086
MEM 278.343750 1782602663.8608
MEM 278.343750 1782602663.9153
MEM 278.343750 1782602663.9690
MEM 278.343750 1782602664.0242
MEM 278.343750 1782602664.0795
MEM 278.343750 1782602664.1347
MEM 278.343750 1782602664.1898
MEM 278.343750 1782602664.2440
MEM 278.343750 1782602664.2992
MEM 278.343750 1782602664.3533
MEM 278.343750 1782602664.4086
MEM 278.343750 1782602664.4637
MEM 278.343750 1782602664.5190
MEM 278.343750 1782602664.5695
MEM 278.343750 1782602664.6200
MEM 278.343750 1782602664.6732
MEM 278.343750 1782602664.7273
MEM 278.343750 1782602664.7815
MEM 278.343750 1782602664.8356
MEM 278.343750 1782602664.8859
MEM 278.343750 1782602664.9366
MEM 278.343750 1782602664.9919
MEM 278.343750 1782602665.0440
MEM 278.343750 1782602665.0951
MEM 278.343750 1782602665.1504
MEM 278.343750 1782602665.2033
MEM 278.343750 1782602665.2565
MEM 278.343750 1782602665.3116
MEM 278.343750 1782602665.3668
MEM 278.343750 1782602665.4221
MEM 278.343750 1782602665.4774
MEM 278.343750 1782602665.5327
MEM 278.343750 1782602665.5880
MEM 278.343750 1782602665.6433
MEM 278.343750 1782602665.6949
MEM 278.343750 1782602665.7502
MEM 278.343750 1782602665.8032
MEM 278.343750 1782602665.8585
MEM 278.343750 1782602665.9138
MEM 278.343750 1782602665.9656
MEM 278.343750 1782602666.0209
MEM 278.343750 1782602666.0747
MEM 278.343750 1782602666.1293
MEM 278.343750 1782602666.1815
MEM 278.343750 1782602666.2366
MEM 278.343750 1782602666.2919
MEM 278.343750 1782602666.3471
MEM 278.343750 1782602666.4025
MEM 278.343750 1782602666.4565
MEM 278.343750 1782602666.5116
MEM 278.343750 1782602666.5622
MEM 278.343750 1782602666.6178
MEM 278.343750 1782602666.6692
MEM 278.343750 1782602666.7199
MEM 278.343750 1782602666.7705
MEM 278.343750 1782602666.8257
MEM 278.343750 1782602666.8784
MEM 278.343750 1782602666.9336
MEM 278.343750 1782602666.9857
MEM 278.343750 1782602667.0410
MEM 278.343750 1782602667.0940
MEM 278.343750 1782602667.1449
MEM 278.343750 1782602667.1981
MEM 278.343750 1782602667.2532
MEM 278.343750 1782602667.3085
MEM 278.343750 1782602667.3602
MEM 278.343750 1782602667.4116
MEM 278.343750 1782602667.4669
MEM 278.343750 1782602667.5222
MEM 278.343750 1782602667.5757
MEM 278.343750 1782602667.6284
MEM 278.343750 1782602667.6807
MEM 278.343750 1782602667.7361
MEM 278.343750 1782602667.7866
MEM 278.343750 1782602667.8419
MEM 278.343750 1782602667.8949
MEM 278.343750 1782602667.9502
MEM 278.343750 1782602668.0056
MEM 278.343750 1782602668.0606
MEM 278.343750 1782602668.1154
MEM 278.343750 1782602668.1699
MEM 278.343750 1782602668.2251
MEM 278.343750 1782602668.2784
MEM 278.343750 1782602668.3323
MEM 278.343750 1782602668.3875
MEM 278.343750 1782602668.4428
MEM 278.343750 1782602668.4949
MEM 278.343750 1782602668.5502
MEM 278.343750 1782602668.6023
MEM 278.343750 1782602668.6533
MEM 278.343750 1782602668.7086
MEM 278.343750 1782602668.7635
MEM 278.343750 1782602668.8179
MEM 278.343750 1782602668.8732
MEM 278.343750 1782602668.9285
MEM 278.343750 1782602668.9838
MEM 278.343750 1782602669.0366
MEM 278.343750 1782602669.0919
MEM 278.343750 1782602669.1440
MEM 278.343750 1782602669.1950
MEM 278.343750 1782602669.2503
MEM 278.343750 1782602669.3023
MEM 278.343750 1782602669.3534
MEM 278.343750 1782602669.4065
MEM 278.343750 1782602669.4616
MEM 278.343750 1782602669.5169
MEM 278.343750 1782602669.5695
MEM 278.343750 1782602669.6248
MEM 278.343750 1782602669.6801
MEM 278.343750 1782602669.7304
MEM 278.343750 1782602669.7858
MEM 278.343750 1782602669.8411
MEM 278.343750 1782602669.8963
MEM 278.343750 1782602669.9519
MEM 278.343750 1782602670.0067
MEM 278.343750 1782602670.0619
MEM 278.343750 1782602670.1175
MEM 278.343750 1782602670.1702
MEM 278.343750 1782602670.2257
MEM 278.343750 1782602670.2793
MEM 278.343750 1782602670.3316
MEM 278.343750 1782602670.3869
MEM 278.343750 1782602670.4423
MEM 278.343750 1782602670.4949
MEM 278.343750 1782602670.5497
MEM 278.343750 1782602670.6033
MEM 278.343750 1782602670.6586
MEM 278.343750 1782602670.7139
MEM 278.343750 1782602670.7692
MEM 278.343750 1782602670.8244
MEM 278.343750 1782602670.8793
MEM 278.343750 1782602670.9315
MEM 278.343750 1782602670.9867
MEM 278.343750 1782602671.0422
MEM 278.343750 1782602671.0951
MEM 278.343750 1782602671.1474
MEM 278.343750 1782602671.2023
MEM 278.343750 1782602671.2562
MEM 278.343750 1782602671.3107
MEM 278.343750 1782602671.3616
MEM 278.343750 1782602671.4169
MEM 278.343750 1782602671.4718
MEM 278.343750 1782602671.5222
MEM 278.343750 1782602671.5773
MEM 278.343750 1782602671.6316
MEM 278.343750 1782602671.6866
MEM 278.343750 1782602671.7418
MEM 278.343750 1782602671.7971
MEM 278.343750 1782602671.8484
MEM 278.343750 1782602671.9037
MEM 278.343750 1782602671.9590
MEM 278.343750 1782602672.0144
MEM 278.343750 1782602672.0696
MEM 278.343750 1782602672.1234
MEM 278.343750 1782602672.1787
MEM 278.343750 1782602672.2339
MEM 278.343750 1782602672.2890
MEM 278.343750 1782602672.3443
MEM 278.343750 1782602672.3950
MEM 278.343750 1782602672.4503
MEM 278.343750 1782602672.5023
MEM 278.343750 1782602672.5533
MEM 278.343750 1782602672.6041
MEM 278.343750 1782602672.6565
MEM 278.343750 1782602672.7116
MEM 278.343750 1782602672.7669
MEM 278.343750 1782602672.8200
MEM 278.343750 1782602672.8753
MEM 278.343750 1782602672.9306
MEM 278.343750 1782602672.9859
MEM 278.343750 1782602673.0368
MEM 278.343750 1782602673.0899
MEM 278.343750 1782602673.1450
MEM 278.343750 1782602673.2004
MEM 278.343750 1782602673.2533
MEM 278.343750 1782602673.3086
MEM 278.343750 1782602673.3639
MEM 278.343750 1782602673.4171
MEM 278.343750 1782602673.4724
MEM 278.343750 1782602673.5271
MEM 278.343750 1782602673.5784
MEM 278.343750 1782602673.6315
MEM 278.343750 1782602673.6866
MEM 278.343750 1782602673.7418
MEM 278.343750 1782602673.7950
MEM 278.343750 1782602673.8481
MEM 278.343750 1782602673.9033
MEM 278.343750 1782602673.9586
MEM 278.343750 1782602674.0093
MEM 278.343750 1782602674.0647
MEM 278.343750 1782602674.1202
MEM 278.343750 1782602674.1755
MEM 278.343750 1782602674.2295
MEM 278.343750 1782602674.2848
MEM 278.343750 1782602674.3401
MEM 278.343750 1782602674.3953
MEM 278.343750 1782602674.4506
MEM 278.343750 1782602674.5032
MEM 278.343750 1782602674.5586
MEM 278.343750 1782602674.6140
MEM 278.343750 1782602674.6694
MEM 278.343750 1782602674.7200
MEM 278.343750 1782602674.7752
MEM 278.343750 1782602674.8305
MEM 278.343750 1782602674.8859
MEM 278.343750 1782602674.9412
MEM 278.343750 1782602674.9950
MEM 278.343750 1782602675.0503
MEM 278.343750 1782602675.1032
MEM 278.343750 1782602675.1565
MEM 278.343750 1782602675.2088
MEM 278.343750 1782602675.2641
MEM 278.343750 1782602675.3194
MEM 278.343750 1782602675.3747
MEM 278.343750 1782602675.4299
MEM 278.343750 1782602675.4852
MEM 278.343750 1782602675.5398
MEM 278.343750 1782602675.5950
MEM 278.343750 1782602675.6503
MEM 278.343750 1782602675.7024
MEM 278.343750 1782602675.7577
MEM 278.343750 1782602675.8084
MEM 278.343750 1782602675.8616
MEM 278.343750 1782602675.9169
MEM 278.343750 1782602675.9699
MEM 278.343750 1782602676.0252
MEM 278.343750 1782602676.0805
MEM 278.343750 1782602676.1359
MEM 278.343750 1782602676.1899
MEM 278.343750 1782602676.2450
MEM 278.343750 1782602676.3003
MEM 278.343750 1782602676.3524
MEM 278.343750 1782602676.4076
MEM 278.343750 1782602676.4629
MEM 278.343750 1782602676.5180
MEM 278.343750 1782602676.5732
MEM 278.343750 1782602676.6285
MEM 278.343750 1782602676.6838
MEM 278.343750 1782602676.7367
MEM 278.343750 1782602676.7919
MEM 278.343750 1782602676.8440
MEM 278.343750 1782602676.8955
MEM 278.343750 1782602676.9508
MEM 278.343750 1782602677.0033
MEM 278.343750 1782602677.0587
MEM 278.343750 1782602677.1139
MEM 278.343750 1782602677.1684
MEM 278.343750 1782602677.2200
MEM 278.343750 1782602677.2753
MEM 278.343750 1782602677.3305
MEM 278.343750 1782602677.3857
MEM 278.343750 1782602677.4366
MEM 278.343750 1782602677.4898
MEM 278.343750 1782602677.5440
MEM 278.343750 1782602677.5959
MEM 278.343750 1782602677.6514
MEM 278.343750 1782602677.7064
MEM 278.343750 1782602677.7608
MEM 278.343750 1782602677.8154
MEM 278.343750 1782602677.8690
MEM 278.343750 1782602677.9232
MEM 278.343750 1782602677.9784
MEM 278.343750 1782602678.0317
MEM 278.343750 1782602678.0870
MEM 278.343750 1782602678.1423
MEM 278.343750 1782602678.1975
MEM 278.343750 1782602678.2529
MEM 278.343750 1782602678.3066
MEM 278.343750 1782602678.3616
MEM 278.343750 1782602678.4153
MEM 278.343750 1782602678.4690
MEM 278.343750 1782602678.5242
MEM 278.343750 1782602678.5783
MEM 278.343750 1782602678.6336
MEM 278.343750 1782602678.6866
MEM 278.343750 1782602678.7419
MEM 278.343750 1782602678.7949
MEM 278.343750 1782602678.8502
MEM 278.343750 1782602678.9023
MEM 278.343750 1782602678.9532
MEM 278.343750 1782602679.0086
MEM 278.343750 1782602679.0607
MEM 278.343750 1782602679.1160
MEM 278.343750 1782602679.1713
MEM 278.343750 1782602679.2266
MEM 278.343750 1782602679.2815
MEM 278.343750 1782602679.3366
MEM 278.343750 1782602679.3918
MEM 278.343750 1782602679.4440
MEM 278.343750 1782602679.4950
MEM 278.343750 1782602679.5502
MEM 278.343750 1782602679.6043
MEM 278.343750 1782602679.6565
MEM 278.343750 1782602679.7116
MEM 278.343750 1782602679.7669
MEM 278.343750 1782602679.8200
MEM 278.343750 1782602679.8752
MEM 278.343750 1782602679.9298
MEM 278.343750 1782602679.9833
MEM 278.343750 1782602680.0367
MEM 278.343750 1782602680.0899
MEM 278.343750 1782602680.1449
MEM 278.343750 1782602680.2002
MEM 278.343750 1782602680.2543
MEM 278.343750 1782602680.3095
MEM 278.343750 1782602680.3648
MEM 278.343750 1782602680.4203
MEM 278.343750 1782602680.4755
MEM 278.343750 1782602680.5283
MEM 278.343750 1782602680.5836
MEM 278.343750 1782602680.6389
MEM 278.343750 1782602680.6942
MEM 278.343750 1782602680.7494
MEM 278.343750 1782602680.8033
MEM 278.343750 1782602680.8586
MEM 278.343750 1782602680.9137
MEM 278.343750 1782602680.9653
MEM 278.343750 1782602681.0199
MEM 278.343750 1782602681.0752
MEM 278.343750 1782602681.1293
MEM 278.343750 1782602681.1847
