CMDLINE ./build/main
MEM 0.031250 1782938354.5758
MEM 0.031250 1782938354.6810
MEM 10.812500 1782938354.7862
MEM 10.812500 1782938354.8865
MEM 10.812500 1782938354.9916
MEM 10.812500 1782938355.0948
MEM 10.812500 1782938355.2000
MEM 43.000000 1782938355.3052
MEM 43.171875 1782938355.4104
MEM 43.171875 1782938355.5115
MEM 43.171875 1782938355.6167
MEM 43.171875 1782938355.7198
MEM 43.171875 1782938355.8207
